title,location,price
Office,  Loresho,39800000
5 Bedroom House,  Runda,100000000
2 Bedroom Flat & Apartment,  Dennis Pritt Road,13000000
4 Bedroom Bungalow,  Old Muthaiga,280000000
2 Bedroom Flat & Apartment,  Bridgeview Apartments ,10650000
4 Bedroom Townhouse,  Kiambu Road,19000000
3 Bedroom Flat & Apartment,  Kilimani,13500000
2 Bedroom Flat & Apartment,  Nyeri Road Kileleshwa,16967000
5 Bedroom Townhouse,  Thika Road,35000000
3 Bedroom Flat & Apartment,  Mombasa Road,12000000
3 Bedroom Flat & Apartment,  Dennis Pritt,15000000
Commercial Land,  Upper Hill,175000000
2 Bedroom Flat & Apartment,  Kilimani,13500000
7 Bedroom House,  Runda,150000000
4 Bedroom House,  Runda,130000000
4 Bedroom Townhouse,  Karen,95000000
4 Bedroom Bungalow,  South C,15500000
Residential Land,  Loresho,245000000
Residential Land,  Karen,50000000
5 Bedroom House,  Ushirika Road,105000000
4 Bedroom House,  Kitisuru,90000000
Studio,  Pangani,3600000
3 Bedroom Flat & Apartment,  Lavington,17500000
4 Bedroom Townhouse,  Kitisuru,165000000
4 Bedroom House,  Limuru Road ,140000000
Land,  Kilimani,550000000
3 Bedroom Flat & Apartment,  Riverside,19900000
Commercial Land,  Off Kaptagat Road,38000000
5 Bedroom Townhouse,  Brookside,65000000
4 Bedroom Townhouse,  Runda,85000000
5 Bedroom Townhouse,  Lavington,90000000
3 Bedroom Flat & Apartment,  Kilimani,28000000
4 Bedroom House,  Gituamba Lane ,72000000
Flat & Apartment,  Two Rivers,8500000
4 Bedroom House,  Karen,90000000
2 Bedroom Flat & Apartment,  Kasarani Area,42000000
3 Bedroom Flat & Apartment,  General Mathenge,26500000
3 Bedroom Bungalow,  Thika Road,3500000
Residential Land,  Langata Area,8500000
4 Bedroom Flat & Apartment,  General Mathenge,35000000
Flat & Apartment,  Riverside,12500000
5 Bedroom House,  Karen,90000000
Office,  Hurlingham,23287000
4 Bedroom Townhouse,  Muiri Lane,70000000
Commercial Land,  Touching Juja Road,70000000
Land,  Soraya Close,36000000
3 Bedroom Flat & Apartment,  Riverside,25000000
3 Bedroom Flat & Apartment,  General Mathenge Lane,20000000
4 Bedroom Flat & Apartment,  Kiambu Road,14500000
3 Bedroom Flat & Apartment,  Kilimani,17000000
Land,  Kuwinda,28000000
3 Bedroom House,  Witeithie Malaba,4250000
3 Bedroom Flat & Apartment,  Willowdale,20000000
Land,  Karen,28000000
Studio,  Kileleshwa,3000000
4 Bedroom Townhouse,  Dennis Pritt/State House Road,75000000
4 Bedroom Flat & Apartment,  Parklands,25000000
Land,  Kileleshwa,220000000
Land,  Kenyatta Road,2990000
Land,  Mumwe Drive,29000000
4 Bedroom House,  Kilimani,42000000
3 Bedroom Bungalow,  Kangundo Road,3950000
5 Bedroom House,  Shinyalu Road,62000000
5 Bedroom Townhouse,  Lavington,55000000
Land,  Othaya Road,380000000
Land,  Runda,48000000
5 Bedroom House,  Loresho,110000000
3 Bedroom House,  Kigwa Ridge Estate,139000000
3 Bedroom Flat & Apartment,  Lavington,16500000
3 Bedroom House,  Next To Kitengela International School,4850000
Residential Land,  Windy Ridge,36000000
3 Bedroom Townhouse,  Ole Dume Road,26500000
3 Bedroom Flat & Apartment,  Kileleshwa,21000000
Land,  Westlands Area,180000000
3 Bedroom Flat & Apartment,  Brookside,25000000
5 Bedroom House,  Warai South Road,120000000
Commercial Property,  Jacaranda Avenue,280000000
Land,  New Kitusuru,260000000
5 Bedroom House,  Loresho Ridge ,180000000
Office,  Ngong Road,35000000
3 Bedroom Flat & Apartment,  Kilimani,21000000
3 Bedroom Flat & Apartment,  Othaya Rd,17500000
4 Bedroom House,  Lavington,40000000
Land,  Gatundu,280000000
3 Bedroom Bungalow,  Lake View,100000000
3 Bedroom Flat & Apartment,  Kileleshwa,19000000
2 Bedroom Flat & Apartment,  Kilimani,12500000
5 Bedroom House,  Westlands Area,55000000
Residential Land,  Loresho,120000000
6 Bedroom Townhouse,  Runda,75000000
Residential Land,  Muthangari,260000000
3 Bedroom Bungalow,  Exit 16,2990000
Commercial Land,  Upperhill Road,230000000
5 Bedroom House,  Runda,200000000
4 Bedroom Townhouse,  Kiambu Road,40750000
Townhouse,  Kiambu Road,63950000
5 Bedroom House,  Kyuna,54000000
5 Bedroom House,  Three D Lane ,105000000
5 Bedroom Bungalow,  North Muthaiga,80000000
3 Bedroom Flat & Apartment,  Kilimani,24000000
5 Bedroom House,  Bogani Road,77500000
3 Bedroom Flat & Apartment,  Lavington,18000000
Commercial Land,  Parklands,250000000
3 Bedroom Flat & Apartment,  Savannah Land Apartments,23500000
3 Bedroom Flat & Apartment,  Kindaruma Rd,16500000
4 Bedroom Townhouse,  Kiambu Road,37000000
2 Bedroom Flat & Apartment,  Ngong Road,10500000
5 Bedroom Flat & Apartment,  Kitisuru,145000000
4 Bedroom Townhouse,  Mukoma Estate,58000000
3 Bedroom Flat & Apartment,  Kilimani,16500000
4 Bedroom Townhouse,  Kiambu Road,55250000
3 Bedroom Flat & Apartment,  Kilimani,19800000
Residential Land,  Lake View,95000000
4 Bedroom Townhouse,  Kitisuru,78000000
3 Bedroom Flat & Apartment,  Southern Oasis Apartments,27000000
5 Bedroom House,  Kombe Road,85000000
3 Bedroom Flat & Apartment,  Kilimani,19000000
5 Bedroom Townhouse,  Karen,90000000
7 Bedroom House,  Runda,140000000
4 Bedroom Townhouse,  Lavington,65000000
2 Bedroom Flat & Apartment,  Westlands/ Parklands Suburb,14500000
Residential Land,  Karen,300000000
6 Bedroom House,  Kyuna View Garden Villas,65000000
5 Bedroom House,  Nyari,190000000
2 Bedroom Flat & Apartment,  Kilimani,10800000
4 Bedroom Townhouse,  Nairobi West,27000000
4 Bedroom House,  Runda,90000000
3 Bedroom Flat & Apartment,  Denis Pritt Road,18500000
4 Bedroom Flat & Apartment,  Brookside Drive,30500000
3 Bedroom Flat & Apartment,  Westlands,24000000
3 Bedroom Flat & Apartment,  Kileleshwa,17500000
3 Bedroom Flat & Apartment,  Kilimani,16000000
2 Bedroom Flat & Apartment,  Westlands. Off Rhapta Road,14500000
3 Bedroom Flat & Apartment,  Lavington,14000000
2 Bedroom Flat & Apartment,  Kileleshwa,13500000
3 Bedroom Flat & Apartment,  Kilimani,16500000
3 Bedroom Flat & Apartment,  Kileleshwa,24000000
4 Bedroom Townhouse,  Kiambu Road,35250000
3 Bedroom Flat & Apartment,  Valley Arcade,18000000
7 Bedroom House,  Runda Estate,150000000
3 Bedroom Flat & Apartment,  Wood Avenue,10700000
2 Bedroom Flat & Apartment,  Kindaruma Road,8800000
3 Bedroom Flat & Apartment,  Junction Mall,12000000
2 Bedroom Flat & Apartment,  Laikipia Road,8500000
3 Bedroom Flat & Apartment,  Kilimani,13000000
4 Bedroom Flat & Apartment,  Yaya,17000000
 4 Bedroom Townhouse,  Lavington,35000000
5 Bedroom Townhouse,  Runda,149000000
3 Bedroom Flat & Apartment,  Gitanga Road,12900000
Flat & Apartment,  Dennis Pritt,4500000
4 Bedroom House,  Mirema Drive,16000000
3 Bedroom Flat & Apartment,  Argwings Kodhek,10000000
5 Bedroom Townhouse,  Lavington,60000000
4 Bedroom Flat & Apartment,  Westlands Area,40000000
4 Bedroom Townhouse,  Langata Area,33000000
6 Bedroom Townhouse,  Karen,125000000
3 Bedroom Flat & Apartment,  Kilimani,24000000
5 Bedroom Townhouse,  Off Kyuna Road,55000000
2 Bedroom Flat & Apartment,  Kileleshwa,14000000
3 Bedroom Residential Land,  Kitisuru,55000000
7 Bedroom Townhouse,  Nairobi West,40000000
3 Bedroom Flat & Apartment,  Kangundo Road,25000000
Flat & Apartment,  Riverside,16000000
4 Bedroom Flat & Apartment,  Othaya Road,20500000
4 Bedroom Flat & Apartment,  Parklands,27000000
Commercial Property,  Kenyatta Avenue ,480000000
2 Bedroom Flat & Apartment,  Langata Area,11400000
5 Bedroom Townhouse,  Lavington,55000000
2 Bedroom Flat & Apartment,  Kilimani,13000000
4 Bedroom Flat & Apartment,  Othaya Road,21500000
Flat & Apartment,  Kileleshwa,16700000
2 Bedroom Flat & Apartment,  Kilimani,8300000
2 Bedroom Flat & Apartment,  Ngong Road,11000000
3 Bedroom Flat & Apartment,  The Grand Eben,11500000
3 Bedroom Flat & Apartment,  Langata Area,11500000
3 Bedroom Flat & Apartment,  Kusi Lane - Parklands ,20000000
3 Bedroom Flat & Apartment,  Daidai,13000000
Studio,  Kileleshwa,3600000
2 Bedroom Flat & Apartment,  Kileleshwa,11147300
5 Bedroom Townhouse,  Garden Estate,64000000
Flat & Apartment,  Kilimani,4500000
House,  Karen,60000000
5 Bedroom House,  Mzima Springs Rd ,230000000
2 Bedroom Flat & Apartment,  Kileleshwa,13158000
Commercial Property,  Ngara,72000000
3 Bedroom Flat & Apartment,  Kileleshwa,15900000
2 Bedroom Flat & Apartment,  Kilimani,10800000
Residential Land,  Mwiki,800000000
4 Bedroom Residential Land,  Waiyaki Way,150000000
4 Bedroom Townhouse,  Lavington,66500000
4 Bedroom Townhouse,  Parklands,38000000
2 Bedroom Flat & Apartment,  Kilimani,12000000
Land,  Karen,20000000
3 Bedroom Flat & Apartment,  Kilimani,13500000
Office,  Parklands,10950
Office,  Fourth Ngong Avenue,24786000
5 Bedroom Townhouse,  Lavington,58000000
3 Bedroom Flat & Apartment,  Othaya Road,17500000
2 Bedroom Flat & Apartment,  Uthiru/Ruthimitu,7500000
2 Bedroom Flat & Apartment,  Riruta,7200000
Flat & Apartment,  Kileleshwa,7700000
Commercial Land,  Peponi Road,1150000000
4 Bedroom Townhouse,  Lavington,65000000
Commercial Land,  Baba Dogo,27625000
2 Bedroom Flat & Apartment,  Lavington,10000000
4 Bedroom Townhouse,  Langata Area,32000000
3 Bedroom Flat & Apartment,  Lavington,17500000
Residential Land,  Muteero Close,60000000
5 Bedroom House,  Karen,75000000
5 Bedroom Bungalow,  Cross Roads,90000000
3 Bedroom Flat & Apartment,  Kilimani,15300000
2 Bedroom Flat & Apartment,  Ngong Road,7950000
5 Bedroom Townhouse,  Grevillea Grove,45000000
Flat & Apartment,  Denis Pritt,6500000
5 Bedroom Townhouse,  Karen,105000000
3 Bedroom Flat & Apartment,  Lavington,13000000
3 Bedroom Bungalow,  Imara Daima,8200000
3 Bedroom Flat & Apartment,  Denali Apartments,9950000
Commercial Land,  Woodley Estate,46000000
5 Bedroom Flat & Apartment,  Laikipia Road,8500000
Land,  Othaya Road,200000000
4 Bedroom House,  Kitisuru,75000000
3 Bedroom Flat & Apartment,  Clay City Apartments,8650000
Shop,  Pangani,6950000
Commercial Property,  Chania Avenue,50000000
Warehouse,  Baba Dogo,37212000
2 Bedroom Flat & Apartment,  Finheights Apartments,7750000
4 Bedroom Bungalow,  Ngong Road,35000000
2 Bedroom Flat & Apartment,  Kilimani,12000000
3 Bedroom Flat & Apartment,  Woodley Springs Apartments,15000000
3 Bedroom House,  Waiyaki Way,5500000
Commercial Property,  Industrial Area,65000000
Studio,  Garden City ,6900000
Warehouse,  Baba Dogo Road,26526500
4 Bedroom Townhouse,  Ngong Road,28000000
3 Bedroom Flat & Apartment,  Hamisi Road,18000000
5 Bedroom House,  Karen,85000000
3 Bedroom Flat & Apartment,  Off Mombasa Road,12950000
Warehouse,  Industrial Area,70000000
4 Bedroom Flat & Apartment,  Kilimani,26000000
Commercial Land,  General Mathenge,480000000
2 Bedroom Flat & Apartment,  Westlands Area,18100000
Residential Land,  Kiambu Road,5000000
Residential Land,  Ololua Ridge,350000000
2 Bedroom Flat & Apartment,  General Mathenge Road,20000000
5 Bedroom Townhouse,  Lavington,75000000
3 Bedroom Flat & Apartment,  Ngong Road,13500000
Flat & Apartment,  Westlands Area,9200000
3 Bedroom Flat & Apartment,  Kileleshwa,12000000
4 Bedroom Townhouse,  Garden City,33000000
3 Bedroom Flat & Apartment,  Morningside Park Apartments ,13000000
2 Bedroom Flat & Apartment,  Kileleshwa,14500000
2 Bedroom Flat & Apartment,  Waiyaki Way,11500000
2 Bedroom Flat & Apartment,  Ngong Road,12000000
2 Bedroom Flat & Apartment,  Kileleshwa,10900000
3 Bedroom Flat & Apartment,  Kilimani,17000000
Studio,  Othaya Rd,3600000
2 Bedroom Flat & Apartment,  Lavington,9500000
Flat & Apartment,  Westlands Area,8971325
3 Bedroom Bungalow,  Thika Road,3500000
Flat & Apartment,  Off Mombasa Road,6950000
4 Bedroom Townhouse,  Runda Paradise,25000000
4 Bedroom Townhouse,  Lavington,65000000
3 Bedroom Flat & Apartment,  Kilimani,17000000
2 Bedroom Flat & Apartment,  Riara Lane ,10900000
5 Bedroom Flat & Apartment,  Off Kindaruma Road,36000000
3 Bedroom Flat & Apartment,  Lavington,11000000
4 Bedroom Commercial Land,  Kileleshwa,350000000
4 Bedroom Flat & Apartment,  Off Kindaruma Road,29500000
2 Bedroom Flat & Apartment,  Kileleshwa,8500000
2 Bedroom Flat & Apartment,  Laikipia Road Off Ring Road Kilelshwa,15000000
5 Bedroom Flat & Apartment,  Off Kindaruma Road,31000000
3 Bedroom Flat & Apartment,  Kilimani,12900000
3 Bedroom Flat & Apartment,  Lavington,11500000
Land,  Runda Drive,100000000
Residential Land,  Nyari,52000000
Residential Land,  Nyari,45000000
Residential Land,  Kitisuru,42000000
3 Bedroom Flat & Apartment,  Ngong Road,10500000
4 Bedroom Townhouse,  Lavington Near Jaffrey Sports Club,64000000
4 Bedroom House,  Havana,160000000
Residential Land,  Garden Estate,32000000
Flat & Apartment,  Off Denis Pritt,9000000
2 Bedroom Flat & Apartment,  Kilimani,9000000
Residential Land,  Runda,30000000
3 Bedroom Flat & Apartment,  Othaya Road,21000000
3 Bedroom Flat & Apartment,  Yaya,13000000
Commercial Land,  Karen,80000000
3 Bedroom Flat & Apartment,  Elgeiyo Marakwet-Muringa Intersection,21000000
2 Bedroom Flat & Apartment,  Kindaruma Road,12950000
Residential Land,  Loresho,40000000
Residential Land,  New Muthaiga,110000000
Land,  Kiambu Road,12000000
4 Bedroom Flat & Apartment,  Kilimani,15000000
4 Bedroom Townhouse,  Runda,35000000
3 Bedroom Flat & Apartment,  Hekima Road,13500000
Residential Land,  Karen,390000000
2 Bedroom Flat & Apartment,  General Mathenge,20000000
3 Bedroom Flat & Apartment,  Othaya Rd,25000000
Commercial Property,  Lavington,380000000
3 Bedroom Flat & Apartment,  Elgeiyo Marakwet,16500000
Land,  Windy Ridge,65000000
2 Bedroom Flat & Apartment,  Off Mombasa Road,9950000
2 Bedroom Flat & Apartment,  Kilimani,7500000
3 Bedroom Flat & Apartment,  Kilimani,24500000
Land,  Runda,60000000
3 Bedroom Flat & Apartment,  Othaya Road,17500000
Residential Land,  Bomas,35000000
3 Bedroom Flat & Apartment,  Kilimani,16500000
3 Bedroom Flat & Apartment,  Ruaraka,14500000
Land,  Next To Wilson Airport,90000000
Land,  Along Un Crescent,120000000
Commercial Land,  Kilimani,380000000
Residential Land,  Kitisuru,95000000
2 Bedroom Flat & Apartment,  Haveli Towers,21537800
5 Bedroom Townhouse,  Runda Road,180000000
2 Bedroom Flat & Apartment,  Muguga Drive,19000000
3 Bedroom Flat & Apartment,  Kilimani,12800000
3 Bedroom Flat & Apartment,  Othaya Rd,25000000
2 Bedroom Flat & Apartment,  Gatundu Close,14000000
Residential Land,  General Mathenge,250000000
Land,  Manyani Road,185000000
4 Bedroom Townhouse,  Kiambu Road,38000000
Commercial Land,  Convent Drive ,175000000
Land,  Ndege Road,75000000
Land,  Mukoma Road,110000000
2 Bedroom Flat & Apartment,  Siaya Rd,19000000
Commercial Land,  Clay City,12000000
Land,  Thindigua 1Km From Delta Petrol Station,80000000
5 Bedroom Townhouse,  Lavington,75000000
4 Bedroom Townhouse,  Runda,27950000
Residential Land,  Muthaiga North,50000000
Residential Land,  Kabarsiran Ave.,190000000
Residential Land,  Mushroom Estate,16800000
Residential Land,  Runda,40000000
Residential Land,  Ruai,4500000
Land,  Kawangware,32000000
Commercial Land,  Mombasa Road,45000000
Flat & Apartment,  Kilimani,6600000
5 Bedroom Townhouse,  Lavington,45000000
Land,  Kilimani,75000000
3 Bedroom Bungalow,  Shade Zone,29000000
8 Bedroom House,  Mimosa,200000000
Residential Land,  Mumwe,33000000
Land,  Mombasa Road,49000000
Residential Land,  Runda,45000000
Land,  Peponi Rise - Kitusuru ,100000000
2 Bedroom Flat & Apartment,  Kilimani,12000000
Commercial Land,  Pipeline,10000000
Commercial Land,  Outering Road,40000000
Land,  Kiambu Road,25000000
Land,  Muthangari Road,260000000
Land,  Njiru,3500000
Land,  Gatundu Close,200000000
2 Bedroom Flat & Apartment,  Denis Pritt,8200000
Commercial Land,  Kindaruma Rd ,390000000
Land,  Wangari Maathai Road - Forest Lane ,300000000
Land,  Off Dennis Pritt Road - Kilimani Area ,180000000
Residential Land,  Karen,65000000
Residential Land,  Runda,19000000
2 Bedroom Flat & Apartment,  Kilimani,7500000
Residential Land,  Lavington,480000000
Commercial Land,  Lavington,250000000
Land,  Kabarsiran Road,150000000
Land,  Kilimani,170000000
Land,  Off Kaptagat Road,37500000
4 Bedroom House,  Mugoya Close,16000000
Warehouse,  Mombasa Road,38000000
Land,  New Kitusuru,260000000
Commercial Property,  River Road,500000000
Commercial Land,  Westlands Area,180000000
Residential Land,  Kamukunji,900000000
Land,  Kyuna Rise ,100000000
Commercial Land,  Kilimani,600000000
Land,  Thigiri,110000000
Land,  Spring Valley,300000000
Commercial Land,  Kahawa West,2500000
Residential Land,  Runda,18000000
Land,  Runda,24000000
Residential Land,  Utawala,2000000
Residential Land,  Langata Area,15000000
Residential Land,  Karen,200000000
4 Bedroom Townhouse,  Lavington,48000000
Land,  Karen,600000000
Commercial Land,  James Gichuru Road,220000000
Commercial Land,  Jacaranda Ave,170000000
Land,  Karen,35000000
Land,  Runda,44000000
Residential Land,  Garden Estate,10000000
5 Bedroom Townhouse,  Thigiri,85000000
Land,  Karen,220000000
3 Bedroom Townhouse,  Kiambu Road,35250000
Studio,  Kilimani,3600000
Land,  Karen,32000000
Land,  Ngong Road,40000000
Land,  Runda Grove,185000000
Land,  Karen,60000000
Residential Land,  School Lane,105000000
2 Bedroom Flat & Apartment,  Kilimani,10500000
4 Bedroom Townhouse,  Langata Area,27500000
Land,  Marula Lane,195000000
Land,  Windy Ridge,325000000
Land,  Ndovu Lane,300000000
Residential Land,  Karen,70000000
2 Bedroom Flat & Apartment,  South C,8000000
Commercial Land,  Mogotio Road,195000000
3 Bedroom Flat & Apartment,  Kilimani,15500000
Residential Land,  Kitisuru,28000000
5 Bedroom Townhouse,  Lower Kabete Road,89000000
Residential Land,  Lavington,130000000
Commercial Land,  Upper Hill,550000000
Commercial Land,  Karen,70000000
Residential Land,  Lower Kabete,60000000
Flat & Apartment,  4Th Parklands Avenue,8000000
Commercial Land,  Dagoretti Corner,43000000
Flat & Apartment,  Runda,8500000
Land,  Kiambu Road,25000000
6 Bedroom House,  Gigiri,175000000
Commercial Land,  Off Kiambu Road,75000000
Land,  Ruai,380000
Residential Land,  Karen,60000000
Commercial Land,  Ndege Lane,60000000
Residential Land,  Karen,33000000
Land,  Ruai,325000
3 Bedroom Flat & Apartment,  Denis Pritt Road,12500000
4 Bedroom House,  Five Star Phase 2 Estate,18000000
Land,  Zimmermann,9400000
Flat & Apartment,  Westlands Area,9800000
Office,  Ndege Road,61500000
Commercial Land,  Spring Valley,200000000
Commercial Land,  Tassia,7500000
Land,  Parklands,206000000
Land,  Runda,35000000
Commercial Land,  Parklands,800000000
3 Bedroom Flat & Apartment,  Westlands Area,27000000
4 Bedroom Townhouse,  Kiambu Road,38000000
Land,  Runda,40000000
Commercial Land,  Naivasha Road,50000000
Land,  Riverside Gardens,175000000
3 Bedroom Flat & Apartment,  Jabavu Lane,12500000
Land,  Uthiru/Ruthimitu,160000000
Residential Land,  Lavington,170000000
2 Bedroom Flat & Apartment,  Riverside,18000000
4 Bedroom Townhouse,  Kiambu Road,35500000
Commercial Land,  Upper Hill,320000000
Land,  Warai North ,90000000
Commercial Land,  Parklands,92000000
Commercial Land,  Mombasa Road,49000000
Land,  South C,15000000
Land,  Ruaka Road,35000000
Commercial Land,  Westlands Area,390000000
4 Bedroom Flat & Apartment,  Off Kindaruma Road,19800000
Land,  Ololua Road,42000000
Land,  Lavington,140000000
Residential Land,  Hotani Road,34000000
3 Bedroom Flat & Apartment,  Lavington,17500000
Residential Land,  Mushroom,27000000
Land,  Tende Drive,210000000
Residential Land,  Kerarapon Road ,30000000
Residential Land,  Gitanga Road,300000000
4 Bedroom Flat & Apartment,  Waiyaki Way,110000000
3 Bedroom Flat & Apartment,  Off Kindaruma Road,16500000
4 Bedroom Flat & Apartment,  General Mathenge,42000000
Commercial Land,  Zimmermann,10000000
Land,  Riverside,160000000
Land,  Nyari,65000000
3 Bedroom Flat & Apartment,  Off Kindaruma Road,15500000
Land,  Ridgeways,24000000
Land,  Kiambu Road,30000000
Commercial Land,  Mombasa Road,450000000
Residential Land,  Mvuli Road,320000000
Residential Land,  Karen Ridge Estate,36000000
Residential Land,  Waiyaki Way,4000000
Residential Land,  Karen,110000000
Flat & Apartment,  Kiambu Road,4700000
Residential Land,  Westlands Area,210000000
Residential Land,  Karen,32000000
3 Bedroom Flat & Apartment,  Rhapta Road,20000000
3 Bedroom Flat & Apartment,  Kilimani,15000000
Land,  Off Musa Gitau,135000000
3 Bedroom Flat & Apartment,  Lavington,23000000
Residential Land,  Waiyaki Way,3800000
Land,  Kyuna Crescent,90000000
3 Bedroom Flat & Apartment,  Off Kindaruma Road,14000000
10 Bedroom House,  Off Tchui Lane,450000000
Commercial Land,  Mombasa Road,150000000
Commercial Land,  Lavington,130000000
4 Bedroom Bungalow,  Lavington,220000000
3 Bedroom House,  Kiambu Road,29750000
Residential Land,  Waiyaki Way,15000000
Residential Land,  Nguruwe,112500000
4 Bedroom House,  Runda,85000000
2 Bedroom Flat & Apartment,  Mkoma Road,8000000
5 Bedroom House,  Kitisuru,100000000
Residential Land,  Karen,45000000
Commercial Land,  Ack Diocese Of Mount Kenya,5500000
4 Bedroom House,  Kerarapon,39000000
Flat & Apartment,  Mombasa Road,6950000
Land,  Karen,33000000
3 Bedroom Flat & Apartment,  Off Kindaruma Road,14000000
2 Bedroom Flat & Apartment,  Kilimani,9700000
3 Bedroom Flat & Apartment,  Kilimani,12500000
2 Bedroom Flat & Apartment,  Kilimani,24500000
4 Bedroom Flat & Apartment,  Lavington,21000000
4 Bedroom Flat & Apartment,  Lavington,17000000
2 Bedroom Flat & Apartment,  Kileleshwa,15000000
3 Bedroom Flat & Apartment,  Kilimani,15400000
2 Bedroom Flat & Apartment,  Kileleshwa,8500000
2 Bedroom Flat & Apartment,  Kilimani,11000000
2 Bedroom Flat & Apartment,  Kilimani,12500000
3 Bedroom Flat & Apartment,  Ridgeview Estate,11500000
2 Bedroom Flat & Apartment,  Kilimani,13500000
3 Bedroom Flat & Apartment,  Kasarani Area,60000000
3 Bedroom Flat & Apartment,  Nyayo Estate,8500000
4 Bedroom Flat & Apartment,  Lavington,18000000
4 Bedroom Townhouse,  Ridgeways,65000000
2 Bedroom Flat & Apartment,  Kindaruma Road,12900000
3 Bedroom Flat & Apartment,  Kileleshwa,26500000
4 Bedroom Townhouse,  Kiambu Road,27000000
4 Bedroom Townhouse,  Njathaini Road,37000000
4 Bedroom Townhouse,  Paradise Lost,35000000
4 Bedroom Townhouse,  Paradise Lost,25500000
2 Bedroom Flat & Apartment,  Kilimani,12950000
3 Bedroom Flat & Apartment,  Kilimani,14950000
4 Bedroom Townhouse,  Lolesho Estate,28000000
4 Bedroom House,  Westlands Area,30500000
2 Bedroom Flat & Apartment,  Junction Mall,13500000
2 Bedroom Flat & Apartment,  Green House,10300000
2 Bedroom Flat & Apartment,  Green House,12500000
3 Bedroom Flat & Apartment,  Dennis Pritt,17900000
3 Bedroom Flat & Apartment,  Dennis Pritt,18000000
3 Bedroom Flat & Apartment,  Wood Avenue,11200000
3 Bedroom Flat & Apartment,  Green House,18000000
3 Bedroom Flat & Apartment,  Junction Mall,13500000
3 Bedroom Flat & Apartment,  Kindaruma Road,11200000
3 Bedroom Flat & Apartment,  Green House,13500000
3 Bedroom Flat & Apartment,  Junction Mall,11500000
3 Bedroom Flat & Apartment,  Junction Mall,12900000
2 Bedroom Flat & Apartment,  Kilimani,11900000
2 Bedroom Flat & Apartment,  Laikipia Road,8500000
3 Bedroom Flat & Apartment,  Jabavu Road,12800000
3 Bedroom Flat & Apartment,  Kindaruma Road,11200000
3 Bedroom Flat & Apartment,  Wood Avenue,11300000
3 Bedroom Flat & Apartment,  Kindaruma Road,11300000
3 Bedroom Flat & Apartment,  Dennis Pritt Road,10900000
3 Bedroom Flat & Apartment,  Wood Avenue,11200000
3 Bedroom Flat & Apartment,  Wood Avenue,11200000
3 Bedroom Flat & Apartment,  Green House,11300000
3 Bedroom Flat & Apartment,  Wood Avenue,11400000
3 Bedroom Flat & Apartment,  Wood Avenue,10500000
3 Bedroom Flat & Apartment,  Yaya,10500000
3 Bedroom Flat & Apartment,  Woodavenue,10500000
3 Bedroom Flat & Apartment,  Kilimani,16500000
3 Bedroom Flat & Apartment,  Yaya,10500000
3 Bedroom Flat & Apartment,  Jabavu Road,10900000
3 Bedroom Flat & Apartment,  Coptic,10900000
3 Bedroom Flat & Apartment,  Lavington,80000
3 Bedroom Flat & Apartment,  Argwings Kodhek,10300000
3 Bedroom Flat & Apartment,  Coptic,10900000
3 Bedroom Flat & Apartment,  Valley Arcade,17500000
3 Bedroom Flat & Apartment,  Kilimani,15000000
3 Bedroom Flat & Apartment,  Argwings Kodhek,18000000
3 Bedroom Flat & Apartment,  Argwings Kodhek,17000000
2 Bedroom Flat & Apartment,  Dennis Pritt Road,16500000
4 Bedroom Flat & Apartment,  Junction Mall,21500000
4 Bedroom Flat & Apartment,  Junction Mall,21500000
5 Bedroom Townhouse,  Lavington,70000000
2 Bedroom Flat & Apartment,  Dennis Pritt,16500000
