title,location,price,agent
Flat & Apartment,  Kileleshwa,7661000,citiscape-valuers-and-estate-agents-ltd
2 Bedroom Flat & Apartment,  Kileleshwa,10600000,citiscape-valuers-and-estate-agents-ltd
5 Bedroom Townhouse,  Balozi,90000000,hold-kenya-investments-limited
4 Bedroom Townhouse,  Karen,65000000,splendor-holdings
4 Bedroom Bungalow,  Karen,52000000,green-sleeve-property
Flat & Apartment,  Kilimani,4500000,splendor-holdings
2 Bedroom Flat & Apartment,  Kilimani,13500000,premier-gold-real-estate
2 Bedroom Flat & Apartment,  Ojijo Close,16000000,paradigm-homes
5 Bedroom Townhouse,  Runda Mumwe,150000000,hold-kenya-investments-limited
2 Bedroom Flat & Apartment,  Kileleshwa,8500000,splendor-holdings
4 Bedroom Townhouse,  Garden Estate,47000000,urban-green-realty-limited
8 Bedroom Townhouse,  Runda,100000000,leoma-properties
2 Bedroom Flat & Apartment,  Migori Road,8500000,splendor-holdings
3 Bedroom Flat & Apartment,  Brookside Drive,22500000,gna-real-estate
4 Bedroom Townhouse,  Karen,85000000,leoma-properties
3 Bedroom Townhouse,  South C,16000000,canaan-properties
4 Bedroom Flat & Apartment,  Kiambu Road,13000000,fitsher-homes-ltd
Studio,  Naivasha Road,3000000,citiscape-valuers-and-estate-agents-ltd
Commercial Property,  Nairobi South,29843,atemba-consulting-ltd
3 Bedroom Flat & Apartment,  Kileleshwa,15500000,stop-properties-real-estate
4 Bedroom Townhouse,  Gathanju,48000000,lavingtonmanagement
4 Bedroom Flat & Apartment,  Gen. Mathege,45000000,paradigm-homes
5 Bedroom House,  Karen,85000000,green-sleeve-property
3 Bedroom Flat & Apartment,  Kilimani,14500000,prudential-green-ville
3 Bedroom Flat & Apartment,  Kileleshwa,22000000,prudential-green-ville
4 Bedroom Townhouse,  Langata Road,22000000,habitat-realtors-international-ltd
3 Bedroom Flat & Apartment,  Kilimani,15000000,canaan-properties
2 Bedroom Flat & Apartment,  Ngong Road,10000000,gna-real-estate
4 Bedroom Flat & Apartment,  Kilimani,15999999,splendor-holdings
3 Bedroom Flat & Apartment,  Kilimani,20000000,canaan-properties
2 Bedroom Flat & Apartment,  Laikipia Road,9000000,gna-real-estate
3 Bedroom Flat & Apartment,  Kiambu Road,65000,swift-realty-homes
3 Bedroom Flat & Apartment,  Laikipia Road,12000000,gna-real-estate
3 Bedroom Flat & Apartment,  Kileleshwa,24000000,pam-golding-properties
Studio,  Nairobi West,2500000,gna-real-estate
3 Bedroom Flat & Apartment,  Kilimani,13500000,prudential-green-ville
4 Bedroom Flat & Apartment,  Rhapta Road,19000000,arcade-ventures-properties
5 Bedroom House,  Karen,80000000,universe-villas
Studio,  Lavington,3500000,tysons-limited
3 Bedroom Flat & Apartment,  Lavington,13000000,citiscape-valuers-and-estate-agents-ltd
3 Bedroom Flat & Apartment,  Lavington,17500000,paradigm-homes
3 Bedroom Flat & Apartment,  Kileleshwa,21000000,prudential-green-ville
3 Bedroom Flat & Apartment,  Pangani,20000000,halifax-estate-agency
3 Bedroom Flat & Apartment,  Parklands,50000000,vacation-homes-ltd
4 Bedroom House,  Karen Plain Road,62000000,twinrocks-property-managers
4 Bedroom Townhouse,  Lavington,40000000,properties-of-jkabi-enterprise
5 Bedroom House,  Runda,110000000,capstone-properties
5 Bedroom House,  Karen,100000000,twinrocks-property-managers
4 Bedroom House,  Langata Road,63000000,twinrocks-property-managers
5 Bedroom House,  Karen,180000000,twinrocks-property-managers
4 Bedroom Townhouse,  Muhoya ,55000000,lavingtonmanagement
3 Bedroom Flat & Apartment,  Lavington,22000000,prudential-green-ville
3 Bedroom Flat & Apartment,  Riverside Grove,47000000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Kilimani,30000000,pam-golding-properties
Studio,  Naivasha Road,2000000,citiscape-valuers-and-estate-agents-ltd
4 Bedroom Townhouse,  Mbaazi ,27000000,lavingtonmanagement
5 Bedroom Townhouse,  Off Gitanga Road ,35000000,lavingtonmanagement
3 Bedroom Flat & Apartment,  Lavington,10000000,paradigm-homes
2 Bedroom Flat & Apartment,  Othaya Rd,7500000,sky-limits-ventures
3 Bedroom Flat & Apartment,  Othaya Road ,11000000,absolute-estate-agents
6 Bedroom Townhouse,  Karen,85000000,twinrocks-property-managers
5 Bedroom Townhouse,  Makueni ,50000000,lavingtonmanagement
5 Bedroom House,  Lavington Green,445000000,lavingtonmanagement
5 Bedroom House,  Lavington Green,445000000,lavingtonmanagement
Commercial Property,  Nairobi Central,66458,atemba-consulting-ltd
4 Bedroom Townhouse,  Karen,65000000,stop-properties-real-estate
5 Bedroom House,  El Molo Dr,445000000,lavingtonmanagement
3 Bedroom Flat & Apartment,  Othaya Rd,11000000,sky-limits-ventures
2 Bedroom Flat & Apartment,  Fourways Junction Estate,9000000,royani-properties-limited
Residential Land,  Karen,56000000,pam-golding-properties
82 Bedroom Flat & Apartment,  South B,300000000,leoma-properties
2 Bedroom Flat & Apartment,  Kilimani,8000000,apollo-properties-limited
5 Bedroom Townhouse,  Mwitu Road,72000000,twinrocks-property-managers
Office,  Fourth Ngong Avenue,2795000,pam-golding-properties
Office,  Fourth Ngong Avenue,14872000,pam-golding-properties
6 Bedroom House,  Lavington,450000000,sky-limits-ventures
Office,  3Ke1475951 ,18863000,pam-golding-properties
Flat & Apartment,  Argwings Kodhek Road,9600000,coralinternational-ltd
4 Bedroom House,  Runda,135000000,karengatamanagers
Office,  Runda,0,acasa-realtors
Warehouse,  Ruaraka,385000000,tysons-limited
5 Bedroom Townhouse,  Runda,140000000,sky-limits-ventures
6 Bedroom Townhouse,  Runda Road,200000000,arcade-ventures-properties
3 Bedroom Flat & Apartment,  Ngong Road,12000000,gna-real-estate
4 Bedroom House,  Lower Kabete,110000000,pam-golding-properties
4 Bedroom House,  Marcus Drive,150000000,pam-golding-properties
Studio,  Denis Pritt Road,3600000,gna-real-estate
4 Bedroom Townhouse,  Langata Area,30000000,tysons-limited
3 Bedroom Flat & Apartment,  Kileleshwa,20000000,prudential-green-ville
3 Bedroom Flat & Apartment,  1St Avenue,25500000,arcade-ventures-properties
3 Bedroom Flat & Apartment,  Mpaka Road ,30000000,dunhill-consulting-limited
5 Bedroom Townhouse,  Karen,120000000,properties-of-jkabi-enterprise
4 Bedroom Flat & Apartment,  Kileleshwa,50000000,paradigm-homes
5 Bedroom House,  Kahawa Sukari,30000000,tysons-limited
4 Bedroom Flat & Apartment,  Lavington,35000000,lavingtonmanagement
4 Bedroom House,  Kileleshwa,35000000,tysons-limited
3 Bedroom Townhouse,  Mashroom Road,55000000,habitat-realtors-international-ltd
4 Bedroom Townhouse,  Loresho,28000000,cloud-real-estate
Flat & Apartment,  Kilimani,9800000,tysons-limited
5 Bedroom House,  Rosslyn,95000000,cloud-real-estate
4 Bedroom House,  Kiambu Road,26000000,tysons-limited
5 Bedroom Townhouse,  Kahawa Sukari,35000000,tysons-limited
3 Bedroom Flat & Apartment,  Kileleshwa,29000000,paradigm-homes
2 Bedroom Flat & Apartment,  Kilimani,15000000,apollo-properties-limited
Office,  Trv Centre,10500,coralinternational-ltd
2 Bedroom Flat & Apartment,  Kilimani,16000000,prudential-green-ville
4 Bedroom Flat & Apartment,  Fox Close,245000000,halifax-estate-agency
3 Bedroom House,  Five Star Paradise,31500000,coralinternational-ltd
Commercial Property,  Lavington,245000000,tidetwo-enterprises
3 Bedroom Flat & Apartment,  Ngong Road,13500000,gna-real-estate
3 Bedroom Flat & Apartment,  Westlands Area,28500000,paradigm-homes
3 Bedroom Flat & Apartment,  Tabere Crescent,24000000,pam-golding-properties
Flat & Apartment,  Kileleshwa,3600000,splendor-holdings
3 Bedroom Flat & Apartment,  Riverside Drive,18000000,hilltrust-consult
Office,  Cathedral Road,59895000,pam-golding-properties
Warehouse,  Nairobi,350000000,azizi-realtors
4 Bedroom Flat & Apartment,  Argwings Kodhek Road,33000000,gna-real-estate
3 Bedroom Flat & Apartment,  Brookside,26000000,halifax-estate-agency
2 Bedroom Flat & Apartment,  Riverside,18000000,paradigm-homes
3 Bedroom Flat & Apartment,  Argwings Kodhek Road,22000000,gna-real-estate
Flat & Apartment,  Riverside,17200000,paradigm-homes
3 Bedroom Flat & Apartment,  Ngong Road,15000000,canaan-properties
2 Bedroom Flat & Apartment,  Ngong Road,15000000,azizi-realtors
3 Bedroom Flat & Apartment,  Kilimani,25000000,paradigm-homes
2 Bedroom Flat & Apartment,  General Mathenge,23000000,azizi-realtors
3 Bedroom Flat & Apartment,  Rhapta Road,23000000,arcade-ventures-properties
3 Bedroom Flat & Apartment,  Forest Road/Lane,18500000,gna-real-estate
3 Bedroom Flat & Apartment,  Mandera Road,27000000,gna-real-estate
3 Bedroom Flat & Apartment,  Parklands,27000000,arcade-ventures-properties
3 Bedroom Flat & Apartment,  Kilimani Area,12000000,gna-real-estate
5 Bedroom Townhouse,  Loiyangalani Drive,80000000,fit-property
2 Bedroom Flat & Apartment,  Westlands Area,15700000,pam-golding-properties
2 Bedroom Flat & Apartment,  Westlands Area,19500000,pam-golding-properties
5 Bedroom Townhouse,  Bogani Road,85000000,gimco-limited
4 Bedroom Flat & Apartment,  Othaya Road,25000000,gna-real-estate
Flat & Apartment,  Westlands Area,13200000,pam-golding-properties
House,  Kapiti Crescent,55000000,pam-golding-properties
4 Bedroom Flat & Apartment,  Othaya Road,21500000,gna-real-estate
3 Bedroom House,  Kiambu Road,69500000,ryden-international
5 Bedroom House,  Westlands,45000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Kileleshwa,26000000,prudential-green-ville
2 Bedroom Flat & Apartment,  Lavington,16500000,prudential-green-ville
3 Bedroom Flat & Apartment,  City Park Drive,17500000,arcade-ventures-properties
3 Bedroom Flat & Apartment,  Othaya Road,17500000,gna-real-estate
3 Bedroom Flat & Apartment,  Kileleshwa,21000000,paradigm-homes
3 Bedroom Flat & Apartment,  Hatheru Road,17000000,own-it-kenya
Flat & Apartment,  Westlands Area,12100000,pam-golding-properties
7 Bedroom House,  Runda,130000000,tysons-limited
4 Bedroom Townhouse,  Mombasa Road,26500000,gimco-limited
2 Bedroom Flat & Apartment,  Lavington,13000000,paradigm-homes
5 Bedroom Townhouse,  Riverside Drive,60000000,arcade-ventures-properties
Flat & Apartment,  Musindi Road,5100000,gna-real-estate
2 Bedroom Flat & Apartment,  Suguta Road,15000000,canaan-properties
2 Bedroom Flat & Apartment,  Mugoiri Road,12000000,gna-real-estate
5 Bedroom Townhouse,  Lavington,73000000,paradigm-homes
4 Bedroom Townhouse,  Runda Meadows,80000000,real-management-services-2002limited
5 Bedroom Townhouse,  Lavington,68000000,paradigm-homes
3 Bedroom Flat & Apartment,  Kilimani,20500000,prudential-green-ville
3 Bedroom Flat & Apartment,  Off Riara Road,20000000,gna-real-estate
5 Bedroom Townhouse,  Convent Drive Opposite Tom Mboya House,75000000,azizi-realtors
3 Bedroom Flat & Apartment,  Lavington,18000000,edlon-group-limited
4 Bedroom House,  Karen,55000000,tidetwo-enterprises
Studio,  Musindi Road,3500000,gna-real-estate
4 Bedroom Townhouse,  Karen,55000000,tidetwo-enterprises
5 Bedroom Townhouse,  Convent Drive,63000000,fit-property
3 Bedroom Flat & Apartment,  Clay City,8650000,tysons-limited
3 Bedroom Flat & Apartment,  Kilimani,16500000,gna-real-estate
3 Bedroom Flat & Apartment,  Mugoiri Road,13000000,gna-real-estate
3 Bedroom Flat & Apartment,  Argwings Kodhek Road,19000000,gna-real-estate
2 Bedroom Flat & Apartment,  Kileleshwa,8500000,paradigm-homes
2 Bedroom Flat & Apartment,  Kilimani,14500000,paradigm-homes
3 Bedroom Flat & Apartment,  Kilimani,16500000,gna-real-estate
4 Bedroom Townhouse,  Kilimani,38000000,prudential-green-ville
3 Bedroom Flat & Apartment,  Kilimani,11900000,prudential-green-ville
3 Bedroom Flat & Apartment,  Kilimani,14000000,sky-limits-ventures
Flat & Apartment,  Karen,6500000,tysons-limited
4 Bedroom Flat & Apartment,  Kindaruma Road,16650000,gna-real-estate
Commercial Property,  Nairobi Central,0,atemba-consulting-ltd
Office,  Cbd,0,atemba-consulting-ltd
Commercial Land,  Kasarani D.O,35000000,leoma-properties
Land,  Jacaranda,170000000,lavingtonmanagement
Agricultural Land,  Kiambu Road,25000000,leoma-properties
Land,  Thigiri New Muthaiga ,120000000,lavingtonmanagement
Residential Land,  Maji Mazuri,175000000,lavingtonmanagement
Residential Land,  Convent Drive Nairobi,175000000,lavingtonmanagement
Office,  Parklands Road,0,apollo-properties-limited
Land,  James Gichuru Rd And Tente Drive ,230000000,lavingtonmanagement
Residential Land,  El Molo,180000000,lavingtonmanagement
Office,  Upper Hill,10000,citiscape-valuers-and-estate-agents-ltd
Residential Land,  Maji Mazuri,175000000,lavingtonmanagement
Commercial Land,  Kilimani,0,atemba-consulting-ltd
Residential Land,  Convent Drive,180000000,lavingtonmanagement
Office,  Fourth Ngong Avenue,37570000,pam-golding-properties
Residential Land,  Thome 1St Avenue,28000000,rescom-ventures-ltd
Land,  Karen,59000000,apollo-properties-limited
Office,  Fourth Ngong Avenue,15964000,pam-golding-properties
Office,  Parklands,10950,coralinternational-ltd
4 Bedroom Flat & Apartment,  Westlands Area,0,20th-century-real-estate
3 Bedroom Flat & Apartment,  Valley Arcade,12000000,gna-real-estate
2 Bedroom Flat & Apartment,  Kindaruma Road,11500000,gna-real-estate
Residential Land,  Lavington,0,karengatamanagers
7 Bedroom House,  Runda,150000000,edlon-group-limited
3 Bedroom House,  Kileleshwa,29000000,paradigm-homes
2 Bedroom Flat & Apartment,  Denis Pritt Road,8500000,gna-real-estate
2 Bedroom Flat & Apartment,  City Park Drive,0,coralinternational-ltd
5 Bedroom Townhouse,  Chalbi Drive ,46000000,own-it-kenya
3 Bedroom Flat & Apartment,  Valley Arcade Road,11000000,gna-real-estate
Residential Land,  Lavington,198000000,lavingtonmanagement
Office,  Mara Road,17750000,pam-golding-properties
Residential Land,  Lavington,160000000,lavingtonmanagement
3 Bedroom Flat & Apartment,  Denis Pritt Road,12500000,gna-real-estate
Residential Land,  Lavington,250000000,sky-limits-ventures
Office,  Chania Avenue,44400000,pam-golding-properties
4 Bedroom Townhouse,  Lavington,47000000,prudential-green-ville
4 Bedroom House,  Kiambu Road,28000000,canaan-properties
6 Bedroom House,  Runda,160000000,wealthlink-realtors-ltd
Commercial Property,  Gitanga,400000000,lavingtonmanagement
2 Bedroom Flat & Apartment,  Kilimani,16000000,eden-height-realty
3 Bedroom Flat & Apartment,  Kilimani,18000000,jubilee-real-estate
3 Bedroom Flat & Apartment,  Kilimani,22000000,serene-homes
2 Bedroom Flat & Apartment,  Kilimani,8500000,splendor-holdings
4 Bedroom Flat & Apartment,  Kilimani,28000000,serene-homes
2 Bedroom Flat & Apartment,  Junction Mall,14000000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Kindaruma Road,16500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Green House,11000000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Wood Avenue,10700000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Junction Mall,12800000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Kilimani,12500000,ring-kenya-ltd
4 Bedroom Townhouse,  Lavington,55000000,ring-kenya-ltd
3 Bedroom Flat & Apartment,  Kilimani,13000000,splendor-holdings
Flat & Apartment,  Nairobi West,3800000,ring-kenya-ltd
4 Bedroom Townhouse,  Karura,18500000,fitsher-homes-ltd
4 Bedroom Flat & Apartment,  Kahawa,13500000,edlon-group-limited
3 Bedroom Flat & Apartment,  Kilimani,21736000,ring-kenya-ltd
3 Bedroom Flat & Apartment,  Kilimani,15999999,splendor-holdings
4 Bedroom House,  Kitisuru,90000000,jubilee-real-estate
4 Bedroom Townhouse,  Nairobi West,32000000,bilem-consultants
2 Bedroom Flat & Apartment,  Menelik Rd,12000000,splendor-holdings
3 Bedroom Flat & Apartment,  Parklands,18500000,serene-homes
Flat & Apartment,  Nairobi Kilimani,7500000,commercial-property-kenya
5 Bedroom Townhouse,  Kilimani,90000000,jubilee-real-estate
2 Bedroom Flat & Apartment,  Gitanga Hot Sale,7000000,splendor-holdings
3 Bedroom Flat & Apartment,  Kilimani Nairobi,10500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Dennis Pritt,12800000,commercial-property-kenya
2 Bedroom Flat & Apartment,  Lavington,9000000,splendor-holdings
2 Bedroom Flat & Apartment,  Gichugu Road,8500000,splendor-holdings
2 Bedroom Flat & Apartment,  Dennis Prritt,16500000,ring-kenya-ltd
4 Bedroom House,  Two Rivers Mall,40000000,symonns-realty
5 Bedroom Townhouse,  Lavington,69950000,citiscape-valuers-and-estate-agents-ltd
3 Bedroom Flat & Apartment,  Kileleshwa,16500000,splendor-holdings
3 Bedroom Flat & Apartment,  Riverside,45000000,jabemu-property-development
2 Bedroom Flat & Apartment,  Kilimani,12500000,azizi-realtors
5 Bedroom Townhouse,  Lavington,55000000,homekenya24
4 Bedroom Flat & Apartment,  Riverside,50000000,jabemu-property-development
5 Bedroom House,  Ruaka Road,90000000,great-five-consultants
4 Bedroom Flat & Apartment,  Kilimani,16500000,azizi-realtors
3 Bedroom Flat & Apartment,  Kilimani,10500000,paradigm-homes
2 Bedroom Flat & Apartment,  Mountain View,17500000,capstone-properties
Office,  Westlands Area,0,apollo-properties-limited
3 Bedroom Flat & Apartment,  Kilimani,19500000,ryden-international
2 Bedroom Flat & Apartment,  Kilimani,13450000,ring-kenya-ltd
Flat & Apartment,  Nairobi West,2700000,ring-kenya-ltd
