title,location,price,agent
2 Bedroom Flat & Apartment,  Richland Pointe Apartments,8500000,crystal-valuers-ltd
2 Bedroom Flat & Apartment,  Lavington,9000000,arkbridge-properties-limited
Residential Land,  Lavington,170000000,azizi-realtors
2 Bedroom Flat & Apartment,  Four Points Apartments,7500000,crystal-valuers-ltd
2 Bedroom Flat & Apartment,  Kilimani,9500000,affordable-apartments-kenya
2 Bedroom Flat & Apartment,  Kilimani,8300000,affordable-apartments-kenya
4 Bedroom House,  Bogani Park,90000000,crystal-valuers-ltd
2 Bedroom Flat & Apartment,  Kilimani,12500000,pam-golding-properties
Office,  Upper Hill Road,20000000,simkar-group-limited
Residential Land,  Forward Close,50000000,simkar-group-limited
3 Bedroom Flat & Apartment,  Denali Apartments,9500000,crystal-valuers-ltd
2 Bedroom Flat & Apartment,  Kilimani,8500000,absolute-properties-kenya
Commercial Property,  River Road,350000000,simkar-group-limited
6 Bedroom House,  58 Convent Rd,65000000,crystal-valuers-ltd
3 Bedroom Flat & Apartment,  Kilimani,10300000,affordable-apartments-kenya
4 Bedroom Flat & Apartment,  Morningside Park Apartment,15000000,crystal-valuers-ltd
2 Bedroom Flat & Apartment,  Mkoma Road,8500000,turaco-properties-ltd
Flat & Apartment,  Kilimani,12500000,absolute-properties-kenya
Commercial Land,  Argwings Kodhek Road,1720000000,simkar-group-limited
Commercial Land,  Upper Hill,210000000,arkbridge-properties-limited
Office,  Cathedral Road,119790000,pam-golding-properties
Warehouse,  Old Mombasa Road,380000000,simkar-group-limited
Commercial Land,  Muchai Drive,270000000,simkar-group-limited
Land,  Rosslyn,95000000,cloud-real-estate
4 Bedroom Townhouse,  Kiambu Road,45000000,simkar-group-limited
Land,  Karen,285000000,crystal-valuers-ltd
2 Bedroom Flat & Apartment,  Donholm,65000000,pro-property-solutions-ltd
Land,  Karen,50000000,vaal-real-estate
Residential Land,  Mukabi Road,14500000,simkar-group-limited
5 Bedroom Bungalow,  South B,18000000,brutan-management
Residential Land,  Runda,18000000,azizi-realtors
Land,  Kitisuru,65000000,miamu-properties-limited
Land,  Lavington,235000000,edlon-group-limited
Residential Land,  Runda,38000000,cura-international-limited
Commercial Land,  Kiambu Road,20000000,el-roi-properties
Commercial Land,  15 Mins Drive From Kiambu Golf Club/Kirigiti Area,5500000,azizi-realtors
4 Bedroom House,  Kasarani Area,15800000,edlon-group-limited
6 Bedroom Townhouse,  Mugumo,75000000,franic-villa-properties
3 Bedroom Flat & Apartment,  Kileleshwa,19000000,edlon-group-limited
3 Bedroom House,  Parklands Estate,60000000,ace-realtors-limited
2 Bedroom Flat & Apartment,  Kiambu Road,9500000,ashgate-limited
6 Bedroom Townhouse,  Mugumo Road,75000000,franic-villa-properties
4 Bedroom Bungalow,  Nyari,95000000,ashgate-limited
3 Bedroom House,  General Mathenge,23500000,ace-realtors-limited
2 Bedroom Flat & Apartment,  Junction Mall,9500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Wood Avenue,10500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Kindaruma Road,14450000,commercial-property-kenya
5 Bedroom House,  Garden Estate,64000000,ashgate-limited
2 Bedroom Flat & Apartment,  Kilimani,10500000,citiscape-valuers-and-estate-agents-ltd
2 Bedroom Flat & Apartment,  Kilimani,10800000,citiscape-valuers-and-estate-agents-ltd
2 Bedroom Flat & Apartment,  Kawangware,7750000,citiscape-valuers-and-estate-agents-ltd
3 Bedroom Flat & Apartment,  Kileleshwa,21500000,citiscape-valuers-and-estate-agents-ltd
Flat & Apartment,  Lavington,9500000,citiscape-valuers-and-estate-agents-ltd
3 Bedroom Flat & Apartment,  James Gichuri,12000000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Lavington,17500000,citiscape-valuers-and-estate-agents-ltd
3 Bedroom Flat & Apartment,  Lavington,17300000,citiscape-valuers-and-estate-agents-ltd
3 Bedroom Flat & Apartment,  Elgeiyo Marakwet,16500000,peech-limited
4 Bedroom House,  Old Muthaiga,350000000,jubilee-real-estate
3 Bedroom Flat & Apartment,  Riverside,30000000,citiscape-valuers-and-estate-agents-ltd
2 Bedroom Flat & Apartment,  Nairobi Kilimani,8500000,commercial-property-kenya
2 Bedroom Flat & Apartment,  Ojijo Close,16000000,valuespace-estates
2 Bedroom Flat & Apartment,  Nairobi Kilimani,8500000,commercial-property-kenya
2 Bedroom Flat & Apartment,  Ojijo Close,16000000,affordable-apartments-kenya
Flat & Apartment,  Kileleshwa,6500000,splendor-holdings
3 Bedroom Flat & Apartment,  Kileleshwa,17500000,arkbridge-properties-limited
4 Bedroom Flat & Apartment,  Lavington,33000000,azizi-realtors
5 Bedroom Townhouse,  Off Kyuna Road,55000000,peech-limited
4 Bedroom Townhouse,  Runda,24500000,ashgate-limited
4 Bedroom Flat & Apartment,  Kileleshwa,21500000,arkbridge-properties-limited
3 Bedroom Flat & Apartment,  Kileleshwa,17500000,arkbridge-properties-limited
2 Bedroom Flat & Apartment,  Kilimani,6500000,absolute-estate-agents
3 Bedroom Flat & Apartment,  Kilimani,12500000,peech-limited
4 Bedroom Townhouse,  Mombasa Road,12500000,azizi-realtors
3 Bedroom Flat & Apartment,  Kilimani,14500000,azizi-realtors
3 Bedroom Flat & Apartment,  South C,13000000,citiscape-valuers-and-estate-agents-ltd
Studio,  Kilimani,3800000,citiscape-valuers-and-estate-agents-ltd
Studio,  Kileleshwa,3600000,citiscape-valuers-and-estate-agents-ltd
4 Bedroom Flat & Apartment,  Kilimani,17000000,citiscape-valuers-and-estate-agents-ltd
Flat & Apartment,  Argwings Kodhek Road,10500000,fit-property
Studio,  Kilimani,3500000,citiscape-valuers-and-estate-agents-ltd
3 Bedroom Flat & Apartment,  Ngong Road,13950000,citiscape-valuers-and-estate-agents-ltd
3 Bedroom Flat & Apartment,  Kilimani,12500000,kenya-classic-homes
5 Bedroom Townhouse,  Lavington,69990000,el-roi-properties
3 Bedroom Flat & Apartment,  Kileleshwa,16999999,splendor-holdings
4 Bedroom Townhouse,  Garden Estate Rd,47000000,simkar-group-limited
5 Bedroom Townhouse,  Kyuna,55000000,cura-international-limited
4 Bedroom Townhouse,  Mombasa Road,8500000,fitsher-homes-ltd
5 Bedroom Townhouse,  Lavington,82000000,rangonela-settlers
2 Bedroom Flat & Apartment,  California,26000000,el-roi-properties
3 Bedroom Flat & Apartment,  Kilimani,21000000,kenya-classic-homes
3 Bedroom Flat & Apartment,  Kilimani,20000000,kenya-classic-homes
3 Bedroom Flat & Apartment,  Kilimani,17000000,kenya-classic-homes
3 Bedroom Flat & Apartment,  Parklands,24000000,affordable-apartments-kenya
2 Bedroom Flat & Apartment,  Hekima Road,10000000,peech-properties
Warehouse,  Mombasa Road,22000000,20th-century-real-estate
3 Bedroom Townhouse,  Kiambu Road,18000000,wealthlink-realtors-ltd
4 Bedroom Townhouse,  Garden Estate,45000000,wealthlink-realtors-ltd
5 Bedroom Flat & Apartment,  One General Mathenge,105000000,ams-properties-limited
5 Bedroom Flat & Apartment,  One General Mathenge,95000000,ams-properties-limited
3 Bedroom Flat & Apartment,  Kileleshwa,17000000,fapcl-group
4 Bedroom Flat & Apartment,  Valley Arcade,21500000,arkbridge-properties-limited
4 Bedroom Flat & Apartment,  Mwambao Road,27500000,eastwood-consulting-ltd
5 Bedroom Townhouse,  Mugumo Road,75000000,fit-property
3 Bedroom Flat & Apartment,  Lavington,11000000,arkbridge-properties-limited
3 Bedroom Bungalow,  Kangundo Rd,4500000,vedic-ventures
3 Bedroom Flat & Apartment,  Lavington,17500000,arkbridge-properties-limited
Flat & Apartment,  Kileleshwa,3599999,splendor-holdings
3 Bedroom Flat & Apartment,  Loresho,11200000,liflac-properties
5 Bedroom House,  Runda,95000000,rangonela-settlers
House,  South C,18000000,regent-management-ltd
4 Bedroom Townhouse,  Rafikis,16000000,splendor-holdings
4 Bedroom Townhouse,  Eldama Ravine,80000000,wealthlink-realtors-ltd
2 Bedroom Flat & Apartment,  Loresho,10150000,crystal-valuers-ltd
6 Bedroom Townhouse,  Spring Valley,80000000,rangonela-settlers
4 Bedroom Townhouse,  Sailors Club,18999999,splendor-holdings
Flat & Apartment,  Othaya Road Kileleshwa,3600000,el-roi-properties
4 Bedroom Townhouse,  Runda,150000000,vector-afriq-properties
Studio,  Kilimani,6500000,azizi-realtors
4 Bedroom House,  Waiyaki Way,28000000,ryden-international
4 Bedroom Townhouse,  Spring Valley,48000000,peech-limited
5 Bedroom Townhouse,  Kilimani,95000000,pinder-bassi
4 Bedroom Townhouse,  Kasarani Area,30000000,paragon-valuers
2 Bedroom Flat & Apartment,  Finheights Apartments,7200000,crystal-valuers-ltd
5 Bedroom Townhouse,  Spring Valley,95000000,rangonela-settlers
4 Bedroom House,  Mtongwe Road,17000000,origin-homes
3 Bedroom Flat & Apartment,  Baraka/Nyayo,8500000,sparrow-property-consultants
Flat & Apartment,  Denis Pritt,3500000,peech-properties
Studio,  Kilimani,3600000,azizi-realtors
6 Bedroom House,  Karen,110000000,kenya-classic-homes
4 Bedroom House,  South C,20000000,tysons-limited
4 Bedroom Flat & Apartment,  Ngong Road,13950000,el-roi-properties
3 Bedroom House,  Thika Road,3950000,mizizi-africa-homes-ltd
3 Bedroom Townhouse,  Kiambu Road,18000000,wealthlink-realtors-ltd
5 Bedroom Townhouse,  Kitisuru,150000000,rangonela-settlers
4 Bedroom Flat & Apartment,  Lavington,21500000,arkbridge-properties-limited
4 Bedroom Townhouse,  Kiambu Road,27500000,axis-real-estate
Flat & Apartment,  Langata Area,5500000,stop-properties-real-estate
3 Bedroom Flat & Apartment,  Precious Garden Riruta,9000000,habitat-realtors-international-ltd
3 Bedroom Bungalow,  Kangundo Road,4500000,vedic-ventures
2 Bedroom Flat & Apartment,  Waiyaki Way,10200000,tysons-limited
4 Bedroom House,  Loresho,102250000,jabemu-property-development
3 Bedroom Flat & Apartment,  South C,14000000,blue-falcon-estate-agent
4 Bedroom Townhouse,  Waterfront Gardens Estate,28000000,crystal-valuers-ltd
Flat & Apartment,  Hurlingham,23000000,good-living-properties-limited
3 Bedroom Flat & Apartment,  Hurlingham,32000000,good-living-properties-limited
2 Bedroom Bungalow,  Kibera,7500000,canaan-properties
Flat & Apartment,  Riverside,17500000,vaal-real-estate
6 Bedroom Bungalow,  Runda,120000000,liflac-properties
Warehouse,  Mombasa Road,50000000,standard-shelters-limited
Office,  Lower Kabete Road,11500,highend-consulting
4 Bedroom Flat & Apartment,  Valley Arcade,32000000,good-living-properties-limited
Office,  Lenana Road,133334100,pam-golding-properties
3 Bedroom Bungalow,  Kenyatta Rd,3750000,vedic-ventures
2 Bedroom Flat & Apartment,  Off Southern Bypass ,7500000,national-housing-corporation
Flat & Apartment,  Southlands,5500000,national-housing-corporation
2 Bedroom Flat & Apartment,  Kibera Drive ,6850000,national-housing-corporation
Shop,  Mombasa Road,100000000,standard-shelters-limited
Flat & Apartment,  Kibera Drive,4250000,national-housing-corporation
5 Bedroom House,  Gigiri,200000000,wealthlink-realtors-ltd
3 Bedroom House,  Thika Road,3750000,top-listing
2 Bedroom Flat & Apartment,  Off Batu Batu Road,16000000,eastwood-consulting-ltd
Warehouse,  Mombasa Road,55000000,standard-shelters-limited
3 Bedroom Flat & Apartment,  Rhapta Road,34000000,fit-property
Commercial Property,  Mombasa Road,100000000,standard-shelters-limited
3 Bedroom Flat & Apartment,  Westlands,17000000,fit-property
2 Bedroom Flat & Apartment,  Hendred Road,14800000,simkar-group-limited
5 Bedroom House,  Rosslyn,100000000,realty-plus
3 Bedroom Bungalow,  Thika Road,3750000,renton
Commercial Property,  Mwanzi Road,30000000,fit-property
5 Bedroom Flat & Apartment,  General Mathenge Drive,165000000,simkar-group-limited
Warehouse,  Mombasa Road,50000000,standard-shelters-limited
5 Bedroom Bungalow,  Chania Avenue,295000000,ryden-international
4 Bedroom Flat & Apartment,  Kileleshwa,26000000,arkbridge-properties-limited
5 Bedroom Townhouse,  Riverside,55000000,amuti-services-ltd
4 Bedroom Townhouse,  Chalbi Drive ,66000000,eastwood-consulting-ltd
Warehouse,  Road C,180000000,eastwood-consulting-ltd
3 Bedroom Flat & Apartment,  Riverside,22000000,vaal-real-estate
4 Bedroom Townhouse,  Mombasa Road,12800000,standard-shelters-limited
4 Bedroom House,  Ridgeways,47000000,realty-plus
3 Bedroom Flat & Apartment,  Mkoma Road,12500000,turaco-properties-ltd
3 Bedroom Flat & Apartment,  Ngong Road,14000000,gna-real-estate
3 Bedroom Flat & Apartment,  Ngong Road,15600000,simkar-group-limited
4 Bedroom Flat & Apartment,  Kileleshwa,21500000,arkbridge-properties-limited
4 Bedroom Flat & Apartment,  Kileleshwa,21500000,arkbridge-properties-limited
4 Bedroom Flat & Apartment,  Kiambu Road,15000000,el-roi-properties
4 Bedroom Flat & Apartment,  Kileleshwa,21500000,arkbridge-properties-limited
4 Bedroom Flat & Apartment,  Kilimani,27000000,fahari-realtors-ltd
3 Bedroom Flat & Apartment,  Runda,14400000,centum-real-estate
2 Bedroom Flat & Apartment,  Westlands Area,17700000,vaal-real-estate
3 Bedroom House,  Thika Road,2900000,renton
3 Bedroom Flat & Apartment,  Kiambu Road,12500000,canaan-properties
3 Bedroom Bungalow,  Thika Road,3250000,top-listing
3 Bedroom Flat & Apartment,  Kileleshwa,17500000,arkbridge-properties-limited
3 Bedroom Flat & Apartment,  Kileleshwa,17500000,arkbridge-properties-limited
2 Bedroom Flat & Apartment,  Runda,12300000,centum-real-estate
4 Bedroom House,  Magnolia,85000000,wealthlink-realtors-ltd
3 Bedroom Bungalow,  Thika Road,3500000,top-listing
5 Bedroom House,  Runda,155000000,wealthlink-realtors-ltd
5 Bedroom House,  Loresho,180000000,realty-plus
3 Bedroom Flat & Apartment,  Kileleshwa,21000000,arkbridge-properties-limited
4 Bedroom Flat & Apartment,  Kilimani,16450000,arkbridge-properties-limited
4 Bedroom Flat & Apartment,  Lavington,21500000,arkbridge-properties-limited
2 Bedroom Flat & Apartment,  Ngong Road,12000000,gna-real-estate
4 Bedroom Townhouse,  Njumbi Road,90000000,simkar-group-limited
3 Bedroom Flat & Apartment,  Kileleshwa,17500000,arkbridge-properties-limited
3 Bedroom Flat & Apartment,  Kileleshwa,20000000,arkbridge-properties-limited
3 Bedroom Bungalow,  Thika Road,3750000,renton
3 Bedroom Flat & Apartment,  Kilimani,19000000,ring-kenya-ltd
5 Bedroom Townhouse,  Karen,120000000,kenya-classic-homes
3 Bedroom Flat & Apartment,  Clay City,8650000,edlon-group-limited
2 Bedroom Flat & Apartment,  Argwings Kodhek Road,14500000,pam-golding-properties
4 Bedroom Flat & Apartment,  Kilimani,16000000,sky-limits-ventures
2 Bedroom Flat & Apartment,  Kindaruma,12900000,peech-limited
3 Bedroom Flat & Apartment,  Kileleshwa,16800000,vaal-real-estate
Flat & Apartment,  Ngara,1800000,orion-valuers
Residential Land,  Runda,18500000,ashgate-limited
Residential Land,  Ridgeways,35000000,ashgate-limited
Commercial Land,  Near Mastermind Tobacco,75000000,nairobi-assets
Residential Land,  Peponi,450000000,jubilee-real-estate
Residential Land,  Runda,48000000,ashgate-limited
Residential Land,  Lavington,180000000,splendor-holdings
Residential Land,  Lower Kabete,120000000,trisums-investments-company-limited
Commercial Land,  South B,130000000,cheska-agencies
Residential Land,  Kitisuru,25000000,jubilee-real-estate
Land,  Kilimani,190000000,splendor-holdings
Commercial Property,  Makadara,34000000,nairobi-assets
Land,  Kilimani,290000000,splendor-holdings
Commercial Property,  Along The Northern Bypass,35000000,nairobi-assets
Commercial Property,  Imara Daima,35000000,nairobi-assets
Land,  Karen,875000000,waga-holdings-limited
Commercial Land,  Waiyaki Way,600000000,dunhill-consulting-limited
Land,  Acacia Drive,50000000,royani-properties-limited
Land,  1St Avenue,200000000,nairobi-assets
Commercial Land,  Donyo Sabuk,600000000,realcastles-properties
Land,  Matumbato Road,350000000,nairobi-assets
Residential Land,  Runda,35000000,simkar-group-limited
Land,  Dandora Area I,20000000,waga-holdings-limited
Office,  Cbd,200000000,pinnacle-valuers
Land,  Karen,65000000,karengatamanagers
Residential Land,  Thigiri Lane,120000000,simkar-group-limited
5 Bedroom House,  Karen,80000000,tidetwo-enterprises
Land,  Baraka/Nyayo,11000000,waga-holdings-limited
Office,  Kilimani,13600,fit-property
Land,  Tala Road,70000000,citiscape-valuers-and-estate-agents-ltd
Commercial Property,  Mbaruk Road,350000000,colburns-holdings
Land,  Mombasa Road,45000000,axis-real-estate
Commercial Land,  Loresho,180000000,el-roi-properties
Commercial Land,  Lower Kabete,600000000,dunhill-consulting-limited
Commercial Land,  Githurai,6500000,apricotsolutions-limited
Commercial Land,  Naivasha Road,65000000,solid-oak-properties
Residential Land,  Mushroom,25000000,franic-villa-properties
Commercial Land,  Outering Road,40000000,waga-holdings-limited
Land,  Muthaiga Area,110000000,palmier-properties-limited
Residential Land,  Marula Lane,170000000,simkar-group-limited
Commercial Land,  Mombasa Road,200000000,waga-holdings-limited
Residential Land,  Nyari,65000000,coralinternational-ltd
Land,  Kahawa West,1600000,excellent-choice-investment-limited
Residential Land,  Rosslyn Lone Tree,56500000,abec-real-estate
Commercial Land,  Matumbato Road,500000000,simkar-group-limited
Residential Land,  Kiambu Road,25000000,tysons-limited
Residential Land,  Ridgeways,32500000,simkar-group-limited
Commercial Land,  Kiambu Road,16500000,20th-century-real-estate
Commercial Land,  Thika Road,40000000,el-roi-properties
5 Bedroom Townhouse,  Lavington,75000000,realty-plus
Residential Land,  Muthaiga North,45000000,simkar-group-limited
Residential Land,  Korongo Road - Off Ndege Road,50000000,waga-holdings-limited
Residential Land,  Runda,73000000,coralinternational-ltd
Residential Land,  Lower Plains Road,48000000,simkar-group-limited
Land,  2Nd Parklands,165000000,pam-golding-properties
Land,  Parklands,90000000,pam-golding-properties
Land,  Kusi Lane,250000000,pam-golding-properties
Land,  Ngara,90000000,cura-international-limited
Residential Land,  Jogoo Road,80000000,20th-century-real-estate
2 Bedroom Flat & Apartment,  Denali Apartments,7500000,crystal-valuers-ltd
Land,  East Church Road,300000000,pam-golding-properties
2 Bedroom Flat & Apartment,  Mkoma Road,8700000,turaco-properties-ltd
Commercial Property,  Cbd,550000000,20th-century-real-estate
Commercial Property,  Limuru Road,39000000,el-roi-properties
Residential Land,  Westlands Area,250000000,tysons-limited
Residential Land,  Kitisuru,38000000,trisums-investments-company-limited
Residential Land,  Kitisuru,19500000,trisums-investments-company-limited
Land,  Mombasa Road,55000000,20th-century-real-estate
3 Bedroom Flat & Apartment,  Kilimani,13500000,realty-plus
Residential Land,  Eulid Mathu Street,62000000,simkar-group-limited
Land,  Runda,40000000,standard-shelters-limited
3 Bedroom Flat & Apartment,  Kiambu Road,8200000,el-roi-properties
Commercial Land,  Mombasa Road,20000000,standard-shelters-limited
3 Bedroom Bungalow,  Thika Road,3500000,renton
Commercial Property,  Lenana Road,13950,good-living-properties-limited
Flat & Apartment,  Argwings Kodhek Road,10500000,pam-golding-properties
Commercial Property,  Lenana Road,13000,good-living-properties-limited
Land,  South B,85000000,waga-holdings-limited
Land,  Upper Hill,1500000000,tidetwo-enterprises
Shop,  Mombasa Road,14500000,ryden-international
Office,  Kilimani,24000000,azizi-realtors
Office,  Mara Road,16570000,pam-golding-properties
Commercial Land,  Mombasa Road,49000000,own-properties-ltd
4 Bedroom Townhouse,  Kiambu Road,35000000,wealthlink-realtors-ltd
Residential Land,  Karen,60000000,leilach-properties
Commercial Land,  Eastern Bypass,225000000,simkar-group-limited
Commercial Land,  Kiambu Road,500000000,el-roi-properties
Commercial Land,  Kabarnet Road,160000000,simkar-group-limited
Commercial Land,  Silanga Road,160000000,simkar-group-limited
Residential Land,  Kinanda Road,100000000,simkar-group-limited
Residential Land,  Lower Kabete,15000000,wealthlink-realtors-ltd
Commercial Land,  Southern Bypass,150000000,fit-property
Land,  Runda,33000000,axis-real-estate
Residential Land,  Kitisuru,145000000,trisums-investments-company-limited
Land,  Karen,65000000,own-properties-ltd
Land,  Upper Hill,170000000,canaan-properties
Commercial Land,  Nyeri Road,330000000,simkar-group-limited
Commercial Land,  Kiambu Road,500000000,el-roi-properties
Residential Land,  Kinanda Road,45000000,simkar-group-limited
Land,  Karen,65000000,tidetwo-enterprises
Residential Land,  Mombasa Road,6800000,tysons-limited
Residential Land,  Coffee Garden Drive,55000000,simkar-group-limited
Land,  Mihang'o,4400000,tysons-limited
Land,  Ngong Road,33000000,jestrim-properties
Residential Land,  Blue Berry Drive,33000000,simkar-group-limited
Residential Land,  Thika Road,5500000,el-roi-properties
Residential Land,  Waiyaki Way,2700000,pro-property-solutions-ltd
3 Bedroom Bungalow,  Thika Road,3500000,renton
3 Bedroom Bungalow,  Thika Road,3500000,renton
Commercial Land,  Umoja,128000000,crystal-valuers-ltd
3 Bedroom Flat & Apartment,  Elgeiyo Marakwet,21000000,peech-limited
3 Bedroom Flat & Apartment,  Elgeiyo Marakwet-Muringa,16500000,peech-limited
4 Bedroom House,  North Muthaiga,90000000,ashgate-limited
2 Bedroom Flat & Apartment,  Elgeiyo Marakwet-Muringa,12000000,peech-limited
2 Bedroom Flat & Apartment,  Denis Pritt Road,12000000,peech-limited
3 Bedroom Flat & Apartment,  Kilimani,13700000,peech-limited
3 Bedroom Flat & Apartment,  Kindaruma Road-Kilimani-Nairobi,16500000,fit-property
2 Bedroom Flat & Apartment,  Kamiti Road,8000000,vedic-ventures
3 Bedroom Flat & Apartment,  The Grand Eben Park Apartments,11300000,crystal-valuers-ltd
3 Bedroom Flat & Apartment,  Kitisuru,10700000,palmier-properties-limited
3 Bedroom Flat & Apartment,  Pangani,7500000,regent-management-ltd
3 Bedroom Flat & Apartment,  Syokimau,9000000,azizi-realtors
3 Bedroom Flat & Apartment,  Kilimani,27500000,good-living-properties-limited
3 Bedroom Flat & Apartment,  Kilimani,19000000,good-living-properties-limited
4 Bedroom Flat & Apartment,  Lavington,55000000,vaal-real-estate
5 Bedroom Residential Land,  Fair Acres ,85000000,eden-height-realty
3 Bedroom Flat & Apartment,  Pangani,3000000,regent-management-ltd
4 Bedroom Flat & Apartment,  Riverside Drive,53500000,sky-limits-ventures
2 Bedroom Flat & Apartment,  Pangani,2500000,regent-management-ltd
3 Bedroom Flat & Apartment,  Kileleshwa,19000000,arkbridge-properties-limited
3 Bedroom Flat & Apartment,  Kilimani,15000000,solid-oak-properties
Flat & Apartment,  Kiambu Road,4700000,el-roi-properties
3 Bedroom Flat & Apartment,  Kilimani,13700000,peech-limited
Residential Land,  Mokoyeti Rd W,25000000,crystal-valuers-ltd
Residential Land,  Kiambu Road,10500000,el-roi-properties
4 Bedroom Townhouse,  Kiambu Road,18500000,el-roi-properties
2 Bedroom Flat & Apartment,  Madaraka,8500000,buyrentkenya
4 Bedroom House,  Mumwe,60000000,the-address-posh-homes
5 Bedroom House,  Lower Kabete Road,90000000,the-houswitch-haven-ltd
3 Bedroom Townhouse,  Kiambu Road,27000000,blessed-shelters-agency
2 Bedroom Flat & Apartment,  Kilimani,18900000,urban-green-realty-limited
4 Bedroom Flat & Apartment,  Parklands,25000000,falcon-sight-properties
4 Bedroom House,  Magnolia,78000000,the-houswitch-haven-ltd
5 Bedroom Townhouse,  Runda Garden,85000000,hold-kenya-investments-limited
Studio,  Kilome Rd,5000000,hold-kenya-investments-limited
5 Bedroom Townhouse,  Eliud Mathu,200000000,hold-kenya-investments-limited
5 Bedroom Townhouse,  Lavington,90000000,bright-homes-management
4 Bedroom House,  Kilimani,350000000,buyrentkenya
3 Bedroom Flat & Apartment,  Simba Villa,9000000,royani-properties-limited
Flat & Apartment,  Dennis Pritt ,4600000,sky-limits-ventures
Flat & Apartment,  Dennis Pritt ,6500000,sky-limits-ventures
5 Bedroom Townhouse,  Rosslyn,100000000,sky-limits-ventures
5 Bedroom House,  Kileleshwa,40000000,properties-of-jkabi-enterprise
2 Bedroom Flat & Apartment,  Nyari,240000000,pam-golding-properties
5 Bedroom House,  Nyari,100000000,jubilee-real-estate
5 Bedroom Townhouse,  Kitisuru,143000000,falcon-sight-properties
6 Bedroom House,  Bogani Rd,80000000,the-houswitch-haven-ltd
5 Bedroom House,  Kumbe Rd,85000000,the-houswitch-haven-ltd
2 Bedroom Flat & Apartment,  Jacaranda Gardens,8500000,royani-properties-limited
Studio,  Musindi Road,3500000,signature-africa
2 Bedroom Flat & Apartment,  Near Yaya Center,11000000,yellow-market
3 Bedroom Flat & Apartment,  South C,12000000,pam-golding-properties
4 Bedroom Townhouse,  Karen,60000000,the-houswitch-haven-ltd
4 Bedroom Bungalow,  Miotoni Road,73000000,twinrocks-property-managers
4 Bedroom Townhouse,  Kiambu Road,36000000,blessed-shelters-agency
3 Bedroom Flat & Apartment,  Riverside Drive ,42000000,sky-limits-ventures
4 Bedroom Townhouse,  Westlands Area,28000000,pam-golding-properties
5 Bedroom House,  Willmary Estate,35000000,royani-properties-limited
3 Bedroom Flat & Apartment,  Near Valley Arcade,17000000,yellow-market
2 Bedroom Flat & Apartment,  Kilimani,16500000,pam-golding-properties
3 Bedroom Flat & Apartment,  Parklands,14000000,landmark-realtors-ltd
Flat & Apartment,  Gikuyu Close,5500000,shingles-kenya-limited
5 Bedroom House,  Comboni Road,160000000,the-houswitch-haven-ltd
Flat & Apartment,  Marcus Garvey Road,7000000,gna-real-estate
4 Bedroom House,  Fivestar Paradise Off Paradise Lost Road,42700000,royani-properties-limited
5 Bedroom Townhouse,  Karen,85000000,green-sleeve-property
3 Bedroom Flat & Apartment,  Near Yaya Center,12000000,yellow-market
3 Bedroom Flat & Apartment,  Near Yaya Center,17000000,yellow-market
Flat & Apartment,  Racecourse,4200000,yellow-market
3 Bedroom Flat & Apartment,  Ngong Road,13700000,rashford-properties
3 Bedroom Flat & Apartment,  Mocah Courtyard,12750000,royani-properties-limited
3 Bedroom House,  Fourways Junction Estate,27000000,royani-properties-limited
2 Bedroom Flat & Apartment,  Kileleshwa,15500000,coralinternational-ltd
2 Bedroom Flat & Apartment,  Gen. Mathege Road,26000000,paradigm-homes
55 Bedroom Townhouse,  Othaya Road,65000000,rashford-properties
3 Bedroom Flat & Apartment,  Kilimani,14500000,capstone-properties
3 Bedroom Flat & Apartment,  Othaya Road,21000000,rashford-properties
4 Bedroom Flat & Apartment,  Parklands,22000000,gna-real-estate
Warehouse,  Mombasa Road,75000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Near Yaya Center,21000000,yellow-market
3 Bedroom Flat & Apartment,  Riverside,30000000,stop-properties-real-estate
4 Bedroom Flat & Apartment,  Gatundu Crescent,39500000,gna-real-estate
Commercial Property,  Mushu Oriental ,33000000,royani-properties-limited
3 Bedroom Flat & Apartment,  Gitanga Road,17000000,commercial-property-kenya
2 Bedroom Flat & Apartment,  Kindaruma Road,12000000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Parklands,15500000,azizi-realtors
3 Bedroom Flat & Apartment,  Kilimani,15000000,urban-green-realty-limited
3 Bedroom Flat & Apartment,  Wood Avenue,11100000,commercial-property-kenya
4 Bedroom Flat & Apartment,  Off Riverside Drive,65000000,the-houswitch-haven-ltd
4 Bedroom Flat & Apartment,  General Mathenge,40000000,jabemu-property-development
5 Bedroom House,  Karen,70000000,universe-villas
2 Bedroom Flat & Apartment,  Kilimani,11000000,own-it-kenya
3 Bedroom Flat & Apartment,  Fourways Junction Estate,13000000,royani-properties-limited
2 Bedroom Flat & Apartment,  Westlands Area,25000000,pam-golding-properties
2 Bedroom Flat & Apartment,  Kilimani,13500000,capstone-properties
3 Bedroom Flat & Apartment,  Ngong Road ,14000000,lavingtonmanagement
2 Bedroom Flat & Apartment,  Laikipia Road,8500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Lavington,16000000,splendor-holdings
3 Bedroom Flat & Apartment,  Kilimani,16500000,sky-limits-ventures
